0,other,681.0
1,involves,0.0
2,however,530.0
3,specifically,76.0
4,analysis,1060.0
5,features,76.0
6,technique,304.0
7,obtained,377.0
8,jurisprudence,0.0
9,focuses,0.0
10,label,76.0
11,xmtc,0.0
12,shot,75.0
13,investigation,76.0
14,conduct,0.0
15,three,380.0
16,frequency,379.0
17,built,0.0
18,moreover,377.0
19,proposed,377.0
20,applying,0.0
21,attention,152.0
22,provide,380.0
23,encourage,0.0
24,shallow,0.0
25,collection,304.0
26,available,227.0
27,without,152.0
28,modificatory,0.0
29,acia,0.0
30,digitalized,76.0
31,stacking,0.0
32,parameter,683.0
33,context,151.0
34,adjust,0.0
35,gated,0.0
36,citing,0.0
37,end,76.0
38,largely,0.0
39,token,0.0
40,improved,75.0
41,than,832.0
42,intersection,303.0
43,mentioned,0.0
44,evaluate,151.0
45,another,76.0
46,57k,0.0
47,experimenting,0.0
48,language,530.0
49,experimental,151.0
50,practice,152.0
51,han,0.0
52,huge,0.0
53,trained,0.0
54,surpass,0.0
55,production,228.0
56,higher,303.0
57,raw,0.0
58,capture,0.0
59,comparative,75.0
60,hypothesis,0.0
61,compose,0.0
62,wise,0.0
63,layer,75.0
64,nims,0.0
65,is,4322.0
66,against,150.0
67,tackle,152.0
68,contextual,76.0
69,fact,226.0
70,implementing,0.0
71,element,76.0
72,main,76.0
73,larger,75.0
74,supports,0.0
75,several,757.0
76,collected,76.0
77,from,2952.0
78,translation,76.0
79,dispute,0.0
80,sentence,75.0
81,size,76.0
82,directives,0.0
83,authority,0.0
84,reference,152.0
85,defining,0.0
86,since,607.0
87,exploring,0.0
88,articles,0.0
89,consists,76.0
90,definition,76.0
91,any,757.0
92,distinct,151.0
93,motion,152.0
94,information,455.0
95,read,0.0
96,representative,0.0
97,organization,0.0
98,long,376.0
99,frame,0.0
100,jaccard,0.0
101,pair,76.0
102,veterans,0.0
103,meaningful,0.0
104,over,832.0
105,luxembourg,0.0
106,solution,380.0
107,literature,225.0
108,additional,75.0
109,broad,0.0
110,cover,76.0
111,nlp,0.0
112,due,228.0
113,citizen,76.0
114,work,986.0
115,best,76.0
116,issue,607.0
117,named,0.0
118,country,454.0
119,tune,0.0
120,constructed,152.0
121,treaty,0.0
122,embeddings,0.0
123,deep,302.0
124,version,304.0
125,professional,151.0
126,name,0.0
127,greek,0.0
128,feature,227.0
129,outperforms,0.0
130,relatively,0.0
131,lack,0.0
132,legal,0.0
133,which,1211.0
134,agency,76.0
135,uspto-2,0.0
136,alternative,152.0
137,underperforms,0.0
138,generate,0.0
139,entity,0.0
140,representing,0.0
141,distribution,302.0
142,human,378.0
143,look,151.0
144,necessary,0.0
145,applied,227.0
146,rnn,0.0
147,ad,152.0
148,italy,152.0
149,those,228.0
150,them,456.0
151,multi,152.0
152,open,227.0
153,importance,227.0
154,let,151.0
155,suggests,75.0
156,aforementioned,0.0
157,elrc,0.0
158,making,76.0
159,focus,76.0
160,purpose,151.0
161,ireland,0.0
162,contribution,76.0
163,discriminative,0.0
164,altogether,0.0
165,present,304.0
166,negotiating,0.0
167,computer,531.0
168,preliminary,76.0
169,underestimate,0.0
170,write,0.0
171,classifier,0.0
172,difficulty,0.0
173,distinguishing,0.0
174,required,152.0
175,understand,152.0
176,experience,152.0
177,policy,76.0
178,leverage,0.0
179,yet,76.0
180,these,981.0
181,difference,227.0
182,existing,76.0
183,english,0.0
184,proposal,151.0
185,verifying,0.0
186,text,76.0
187,most,228.0
188,allowing,0.0
189,longer,76.0
190,find,152.0
191,perform,0.0
192,well,682.0
193,vector,227.0
194,page,76.0
195,based,1060.0
196,was,909.0
197,used,605.0
198,set,683.0
199,portuguese,0.0
200,agreement,226.0
201,entropy,0.0
202,contribute,0.0
203,german,0.0
204,but,606.0
205,identified,76.0
206,phrase,0.0
207,u.s.,0.0
208,there,683.0
209,been,1212.0
210,utilize,0.0
211,generation,0.0
212,billsum,0.0
213,algorithm,455.0
214,government,75.0
215,signal,75.0
216,regularization,0.0
217,similar,0.0
218,judicial,0.0
219,annotated,0.0
220,suggest,151.0
221,preference,0.0
222,much,227.0
223,technical,152.0
224,short,304.0
225,into,757.0
226,source,379.0
227,offers,0.0
228,linear,303.0
229,this,4316.0
230,less,228.0
231,capable,0.0
232,future,455.0
233,kind,152.0
234,baseline,0.0
235,dynamic,152.0
236,sequential,76.0
237,post,151.0
238,window,0.0
239,method,1290.0
240,were,682.0
241,documents,0.0
242,automatic,0.0
243,corresponding,152.0
244,estimation,151.0
245,while,452.0
246,called,75.0
247,suitable,227.0
248,architecture,303.0
249,challenging,75.0
250,topic,152.0
251,crf,0.0
252,showing,76.0
253,sense,228.0
254,demonstrate,75.0
255,facilitate,0.0
256,specialized,0.0
257,conditional,0.0
258,detailed,151.0
259,gold,76.0
260,first,984.0
261,datum,605.0
262,via,150.0
263,high,227.0
264,section,530.0
265,furthermore,76.0
266,internal,228.0
267,fast,304.0
268,composition,152.0
269,dataset,0.0
270,manhattan,0.0
271,reflect,76.0
272,extreme,0.0
273,towards,76.0
274,identify,0.0
275,f1,0.0
276,who,152.0
277,low,227.0
278,more,910.0
279,manually,0.0
280,introducing,75.0
281,filtering,0.0
282,effective,0.0
283,uses,76.0
284,related,302.0
285,uniquely,76.0
286,standard,303.0
287,membership,76.0
288,sliding,0.0
289,genuine,75.0
290,between,1061.0
291,each,304.0
292,final,76.0
293,maintain,76.0
294,publish,0.0
295,precision,76.0
296,complex,455.0
297,instead,0.0
298,convolutional,0.0
299,adequately,0.0
300,expectation,0.0
301,machine,152.0
302,gained,0.0
303,integrated,152.0
304,website,0.0
305,assistant,0.0
306,neighbour,0.0
307,leads,152.0
308,comparing,0.0
309,modifications,0.0
310,appeal,0.0
311,case,606.0
312,fake,0.0
313,regional,0.0
314,describes,76.0
315,consuming,0.0
316,modeling,303.0
317,japanese,0.0
318,whether,227.0
319,judiciary,0.0
320,achieves,76.0
321,semantics,0.0
322,appropriate,76.0
323,gensim,0.0
324,cascade,0.0
325,using,1210.0
326,discourse,76.0
327,self,76.0
328,intelligence,76.0
329,non,228.0
330,specific,226.0
331,record,76.0
332,model,1136.0
333,means,0.0
334,investigate,227.0
335,spacy,0.0
336,us,302.0
337,appellate,0.0
338,administrative,0.0
339,mining,76.0
340,inherent,0.0
341,analyzed,0.0
342,usa,0.0
343,abstract,0.0
344,of,9166.0
345,’s,0.0
346,confusing,0.0
347,mapping,151.0
348,traditional,76.0
349,published,76.0
350,compared,152.0
351,evaluation,0.0
352,new,1136.0
353,face,75.0
354,kauanejunior,0.0
355,only,379.0
356,fairly,0.0
357,around,228.0
358,janeiro,0.0
359,management,152.0
360,privacy,0.0
361,as,2577.0
362,united,75.0
363,dutch,0.0
364,e.g.,0.0
365,crucial,0.0
366,transformer,0.0
367,sequentially,0.0
368,by,3862.0
369,considerable,0.0
370,navigate,0.0
371,significant,151.0
372,processing,302.0
373,dsca,0.0
374,local,379.0
375,out,303.0
376,continuous,228.0
377,costly,0.0
378,effect,529.0
379,prerequisite,0.0
380,can,1667.0
381,kit,0.0
382,works,76.0
383,help,0.0
384,suited,0.0
385,product,378.0
386,congress,0.0
387,attribute,0.0
388,eurovoc,0.0
389,strong,304.0
390,extractive,0.0
391,utilizing,151.0
392,appeals,0.0
393,argumentative,0.0
394,serving,0.0
395,defined,303.0
396,description,152.0
397,misclassifies,0.0
398,growing,152.0
399,through,833.0
400,and,8560.0
401,better,303.0
402,nim,0.0
403,augment,0.0
404,benefit,76.0
405,similarity,0.0
406,triple,76.0
407,construct,152.0
408,rights,0.0
409,art,152.0
410,contrary,0.0
411,ideally,0.0
412,union,228.0
413,lawsuit,0.0
414,negotiation,0.0
415,initial,76.0
416,with,3941.0
417,how,1669.0
418,summarize,0.0
419,do,228.0
420,sensible,0.0
421,violation,0.0
422,implication,75.0
423,tax,0.0
424,corpus,0.0
425,an,3410.0
426,salient,0.0
427,rank,226.0
428,lawyer,0.0
429,rule,228.0
430,retrieval,152.0
431,million,76.0
432,particular,303.0
433,thus,304.0
434,geopolitical,0.0
435,bigrus,0.0
436,thousand,0.0
437,boosting,0.0
438,landmark,0.0
439,body,152.0
440,predictable,0.0
441,lower,301.0
442,assignment,76.0
443,expensive,0.0
444,despite,0.0
445,releasing,0.0
446,rectified,0.0
447,answerability,0.0
448,component,380.0
449,aspect,379.0
450,unseen,0.0
451,even,228.0
452,aid,76.0
453,report,152.0
454,discriminant,0.0
455,simpler,0.0
456,obtain,455.0
457,studied,76.0
458,could,455.0
459,zero,0.0
460,project,227.0
461,specify,0.0
462,describing,0.0
463,approach,531.0
464,image,378.0
465,controlled,151.0
466,multiple,151.0
467,effectiveness,75.0
468,consisting,0.0
469,interaction,76.0
470,lateral,0.0
471,system,1213.0
472,deeppatent,0.0
473,user,152.0
474,anonymization,0.0
475,reduce,151.0
476,task,151.0
477,public,152.0
478,train,0.0
479,title,0.0
480,agreements,0.0
481,when,681.0
482,efficiency,76.0
483,ranking,0.0
484,perspectives,0.0
485,themselves,0.0
486,resources,0.0
487,exist,75.0
488,translator,0.0
489,space,1212.0
490,have,1364.0
491,substantially,75.0
492,synset,0.0
493,produces,0.0
494,simultaneously,0.0
495,stacked,75.0
496,has,1589.0
497,global,377.0
498,recognized,0.0
499,contain,0.0
500,distinguish,0.0
501,citation,0.0
502,exploiting,0.0
503,geographical,0.0
504,ante,0.0
505,according,0.0
506,statistical,151.0
507,meaning,0.0
508,significantly,151.0
509,not,986.0
510,use,606.0
511,novel,150.0
512,editing,0.0
513,operating,0.0
514,besides,0.0
515,combination,226.0
516,overcome,0.0
517,interesting,0.0
518,relying,0.0
519,es,0.0
520,asymmetry,75.0
521,processed,0.0
522,across,377.0
523,certain,379.0
524,surrounding,0.0
525,role,303.0
526,bill,0.0
527,bgh,0.0
528,scenario,0.0
529,real,151.0
530,second,303.0
531,small,226.0
532,database,0.0
533,simple,683.0
534,alike,0.0
535,labels,0.0
536,outperform,76.0
537,cleaning,0.0
538,requires,76.0
539,consistent,76.0
540,extension,303.0
541,progress,151.0
542,full,152.0
543,fcm,0.0
544,lsi,0.0
545,ape,0.0
546,bag,0.0
547,background,0.0
548,experiment,302.0
549,occurred,0.0
550,competition,76.0
551,prediction,152.0
552,interactions,0.0
553,includes,152.0
554,outperformed,0.0
555,eu,0.0
556,both,1062.0
557,political,0.0
558,japan,0.0
559,units,0.0
560,china,0.0
561,closely,0.0
562,variety,303.0
563,replacing,0.0
564,statement,0.0
565,lstm,0.0
566,bva,0.0
567,almost,152.0
568,tokenized,0.0
569,french,76.0
570,tf,0.0
571,multidisciplinary,0.0
572,recurrent,0.0
573,lot,151.0
574,driven,227.0
575,semantically,0.0
576,article,1059.0
577,entailment,0.0
578,assisted,0.0
579,predict,0.0
580,labeling,0.0
581,all,682.0
582,interface,75.0
583,expertise,0.0
584,brazil,0.0
585,presented,304.0
586,networks,303.0
587,billa,0.0
588,level,455.0
589,engine,0.0
590,observed,227.0
591,approximate,76.0
592,subsequent,0.0
593,discover,0.0
594,biased,0.0
