0,choice,76.0
1,legislation knowledge graph,0.0
2,retrieving,0.0
3,case law,0.0
4,intelligibility,0.0
5,state,302.0
6,type system,0.0
7,text retrieval,0.0
8,element extraction,0.0
9,respondent,0.0
10,given sentence,0.0
11,world,228.0
12,controlled pipeline,0.0
13,spanish legal text,0.0
14,previous work,76.0
15,processing,302.0
16,cluster identification,0.0
17,supporting case,0.0
18,extensive experiment,0.0
19,neural language,0.0
20,multi label text classification,0.0
21,implementing measure,0.0
22,united state,75.0
23,relation,227.0
24,law entailment dataset,0.0
25,deep learning approach,0.0
26,previous eurlex dataset,0.0
27,accuracy,152.0
28,proposed approach,0.0
29,other algorithm,0.0
30,scale case,0.0
31,tax,0.0
32,modification,0.0
33,amount,0.0
34,unsupervised method,0.0
35,automatic feature extraction,0.0
36,tool,303.0
37,ruling,0.0
38,record,76.0
39,practical difficulty,0.0
40,entity recognition,0.0
41,task,76.0
42,language,454.0
43,recurrent neural network,0.0
44,convenient tool,0.0
45,dataset,0.0
46,other hand,76.0
47,california state,0.0
48,such translation,0.0
49,local entropy,0.0
50,using,1210.0
51,editing model,0.0
52,tag,0.0
53,current investment treaty,0.0
54,syntactic similarity,0.0
55,written rule,0.0
56,legal production,0.0
57,judicial opinion,0.0
58,preference,0.0
59,querying,0.0
60,pair,76.0
61,filter,0.0
62,evaluating,151.0
63,legal expertise,0.0
64,rnns,0.0
65,california billa,0.0
66,aggregating,0.0
67,answering task,0.0
68,supervised text similarity,0.0
69,based model,76.0
70,initial result,0.0
71,powerful new approach,0.0
72,privacyqa corpus,0.0
73,automatic charge prediction,0.0
74,small multilingual corpus,0.0
75,world utility,0.0
76,research work,0.0
77,combined tf,0.0
78,challenging corpus,0.0
79,legal task,0.0
80,speech recognition,0.0
81,embedding rnns,0.0
82,serving,0.0
83,new approach,0.0
84,previous unsupervised method,0.0
85,contribution,76.0
86, deep learning,0.0
87,entailment component,0.0
88,classification,0.0
89,including word,0.0
90,triple,0.0
91,retrieval dataset,0.0
92,label legal text,0.0
93,31k,0.0
94,selected treaty design,0.0
95,further research work,0.0
96,eu,0.0
97,practice,152.0
98, synsets,0.0
